chunk_id,source_id,domain,source_title,author,translator,publication_year,citation,section_title,structural_locator,chunk_text,token_count,source_checksum,text_checksum,selection_rank,selection_class,selection_score,selection_rule_ids,matched_terms,eligible_concepts,hard_negative_category,selection_rationale,parser_warnings,review_flags,structure_report_action,ocr_noise_score,severe_ocr_noise,review_decision,reviewer,reviewed_at,review_notes,consciousness_label,self_identity_label,reality_appearance_label,primary_concept,secondary_concepts,hard_negative_for,hard_negative_category_reviewed,citation_verified,text_quality_status,ocr_review_status,edited_text
science_petkova_ehrsson_2008_body_swapping:chunk:82ca81f56881f418468a4363,science_petkova_ehrsson_2008_body_swapping,science,If I Were You: Perceptual Illusion of Body Swapping,Valeria I. Petkova; H. Henrik Ehrsson,,2008,Valeria I. Petkova; H. Henrik Ehrsson. If I Were You: Perceptual Illusion of Body Swapping. 2008,,,"The sensory experience of one's own body from the first person perspective is different from recognising oneself in mirrors, TV screens or other image representations as observed from a third person perspective. When we recognise ourselves in a mirror, for example, we do not have the experience that we are actually in the mirror, or that there has been a change in ownership of our body. It is therefore likely that the present illusions involve different processes than those probed in earlier experiments on self-recognition in mirrors [48] or self-recognition of bodies [8] , [49] and body parts observed from a third person perspective. A key difference probably is that, in the body-swap illusions, the visual, tactile and proprioceptive information is mapped directly onto the multisensory neuronal populations that represent one's own body in ego-centric coordinates.

The present findings could have groundbreaking industrial and clinical applications. Experiencing swapping bodies with other individuals could provide a valuable tool for research on body image disorders or self-identity in social psychology. Likewise, experiencing ‘becoming’ a humanoid robot in tele-robotics and feeling ownership of simulated bodies in virtual reality applications would probably enhance user control, realism, and the feeling of ‘presence’ [21] , [22] , [23] , [50] . With respect to the tele-operator literature, it is interesting to note that there are many anecdotal reports of people feeling a robotic arm to be like their own when the robot arm is viewed from a first person perspective via cameras mounted on the robot and when the movements of the robot's arms reproduce the person's movements in real time [51] . The present paper provides the experimental data and a cognitive-neuroscience-informed model for explaining how illusory ownership of limbs and entire bodies might be evoked in tele-operator systems (see also Slater et al. [50] ).",371,2acdef94a1891b392c5b2c9b2729c0187904949adc87ed112391dd4a6330c599,31a90ee6d8050c8ea67c5420a566f8ad8c0d4dfc5e6025a06388826b7ffa8b7e,21,positive,47.598154,petkova_body_ownership | petkova_illusion | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,experience | reality | real | illusion | illusory | self | identity | first-person perspective | first-person | ego | sensory | body | ownership | person | body swapping | first person | perceptual | multisensory,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=petkova_body_ownership, petkova_illusion; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.015185,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent.",partial,positive,positive,self_identity,reality_appearance|consciousness,,,yes,acceptable,clean,
advaita_sankara_johnston_1946_crest_jewel:chunk:b9de93f8e857ff4b5ca7b05b,advaita_sankara_johnston_1946_crest_jewel,advaita,The Crest-Jewel of Wisdom,"Sankaracarya, traditional attribution",Charles Johnston,1946,"Sankaracarya, traditional attribution. The Crest-Jewel of Wisdom and Other Writings of Sankaracharya. trans. Charles Johnston. 1946",,,"139

are concealed by the other power, limitation; and this also is the cause of the cycle of birth and death. [IS]

The light of the witnessing Self is united with the personal form; from this entering in of the ray of con¬ sciousness arises the habitual life — the ordinary self.

The isolated existence of the ordinary self is attri¬ buted to the witnessing Self, and appears to belong to it; but when the power of limitation is destroyed, and the difference appears, the sense of isolation in the Self vanishes away.

It is the same power which conceals the difference between the Eternal and the visible world; and, by its power, the Eternal appears subject to change.

But when this power of limitation is destroyed, the difference between the Eternal and the visible world becomes clear; change belongs to the visible world, and by no means to the Eternal.

The five elements of existence are these: being, shin¬ ing, enjoying, form and name; the three first belong to the nature of the Eternal; the last two, to the nature of the visible world. [20]",219,9a9a7dea71a2d2a7f281604d4d086b336f60543610016c0621d89fc39a02e502,75a86f431e005f00f518bf36a564ea8e2a93ce41e404104683342d26196def0d,22,mixed_positive_hard_negative,29.159931,crest_jewel_self | concept_lexical:consciousness | concept_lexical:self_identity | hard_negative:reality_appearance_vs_cosmology,witnessing | self | subject | world | existence,consciousness | self_identity,reality_appearance_vs_cosmology,"class=mixed_positive_hard_negative; eligible_concepts=consciousness, self_identity; hard_negative=reality_appearance_vs_cosmology; source_rules=crest_jewel_self; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.009007,false,include_with_edits,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, self_identity=positive, hard negative: reality_appearance_vs_cosmology. Citation metadata is internally consistent. Edited text only removes OCR/line-wrap soft-hyphen artifacts; chunk_text preserved.",partial,positive,negative,self_identity,consciousness,reality_appearance,reality_appearance_vs_cosmology,yes,needs_edit,corrected,"139

are concealed by the other power, limitation; and this also is the cause of the cycle of birth and death. [IS]

The light of the witnessing Self is united with the personal form; from this entering in of the ray of consciousness arises the habitual life — the ordinary self.

The isolated existence of the ordinary self is attributed to the witnessing Self, and appears to belong to it; but when the power of limitation is destroyed, and the difference appears, the sense of isolation in the Self vanishes away.

It is the same power which conceals the difference between the Eternal and the visible world; and, by its power, the Eternal appears subject to change.

But when this power of limitation is destroyed, the difference between the Eternal and the visible world becomes clear; change belongs to the visible world, and by no means to the Eternal.

The five elements of existence are these: being, shining, enjoying, form and name; the three first belong to the nature of the Eternal; the last two, to the nature of the visible world. [20]"
advaita_paramananda_1919_upanishads:chunk:ea080d68d28ba071f0726943,advaita_paramananda_1919_upanishads,advaita,The Upanishads,Anonymous; traditional Upanishadic corpus,Swami Paramananda,1919,Anonymous; traditional Upanishadic corpus. The Upanishads. trans. Swami Paramananda. 1919,,,"But he who is full of discrimination and whose mind is always controlled, his senses are manageable, like the good horses of a driver.

The man whose intellect is not discriminative and who fails to distinguish right from wrong, the real from the unreal, is carried away by his sense passions and desires, just as a driver is carried away by vicious horses over which he has lost control. But he who clearly distinguishes what is good from what is merely pleasant, and controls all his out-going forces from running after apparent momentary pleasures, his senses obey and serve him as good horses obey their driver.",118,e278429ac66a2bc3dc286dd49ed133d2ef44c7bf1f785908b378426e3cdcd39f,0a61a658ec30ab7d3a5345c9db02915dd2e5b8cd40c115776dd0748605c55072,23,mixed_positive_hard_negative,28.678476,upanishads_reality | concept_lexical:self_identity | concept_lexical:reality_appearance | hard_negative:consciousness_vs_cognition,real | apparent | intellect | mind | unreal,self_identity | reality_appearance,consciousness_vs_cognition,"class=mixed_positive_hard_negative; eligible_concepts=self_identity, reality_appearance; hard_negative=consciousness_vs_cognition; source_rules=upanishads_reality; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.007152,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving reality_appearance=positive, hard negative: consciousness_vs_cognition. Citation metadata is internally consistent.",negative,negative,positive,reality_appearance,,consciousness,consciousness_vs_cognition,yes,acceptable,clean,
advaita_sankara_thibaut_1890_vedanta_sutras:chunk:b9c243ded48ba0cdbf933e9a,advaita_sankara_thibaut_1890_vedanta_sutras,advaita,The Vedanta-Sutras with the Commentary of Sankara,"Badarayana, traditional attribution; Sankaracarya, commentator",George Thibaut,1890,"Badarayana, traditional attribution; Sankaracarya, commentator. The Vedanta-Sutras with the Commentary by Sankaracarya, Part I. trans. George Thibaut. 1890",,,"Nor does water move either with absolute independence—for its flow depends on the declivity of the soil and similar circumstances—or independently of an intelligent principle, for we have shown that the latter is present in all cases.—If, finally, our opponent should point to Sûtra II, 1, 24 as contradicting the present Sûtra, we remark that there we have merely shown on the ground of ordinary experience that an effect may take place in itself independently of any external instrumental cause; a conclusion which does not contradict the doctrine, based on Scripture, that all effects depend on the Lord.

4. And because (the pradhâna), on account of there existing nothing beyond it, stands in no relation; (it cannot be active.)

The three gunas of the Sâ@nkhyas when in a state of equipoise form the pradhâna. Beyond the pradhâna there exists no external principle which could either impel the pradhâna to activity or restrain it from activity. The soul (purusha), as we know, is indifferent, neither moves to—nor restrains from—action. As therefore the pradhâna stands in no relation, it is impossible to see why it should sometimes modify itself into the great principle (mahat) and sometimes not. The activity and non-activity (by turns) of the Lord, {371} on the other hand, are not contrary to reason, on account of his omniscience and omnipotence, and his being connected with the power of illusion (mâya).",288,845569c10c3b13b853902cdc82b4ddfefec20230663e960bc2308caa153571d5,2f4f7066523759415cb1c4d6494d0389e650faa37c8aba07d4fc173a09b91d68,24,mixed_positive_hard_negative,29.127905,vedanta_sutras_pradhana_refutation | concept_lexical:consciousness | concept_lexical:reality_appearance | hard_negative:advaita_atman_vs_samkhya_purusha,experience | purusha | illusion | pradhâna,consciousness | reality_appearance,advaita_atman_vs_samkhya_purusha,"class=mixed_positive_hard_negative; eligible_concepts=consciousness, reality_appearance; hard_negative=advaita_atman_vs_samkhya_purusha; source_rules=vedanta_sutras_pradhana_refutation; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.01221,false,exclude,GPT-5.6 Sol,2026-08-08T09:17:00+05:30,"Excluded in Advaita second-pass curation: technical opponent/refutation example; redundant with stronger retained Vedanta passages. Removed to reduce Advaita/source concentration while preserving stronger, less redundant Phase 1 coverage. Citation metadata remains usable.",partial,negative,positive,reality_appearance,consciousness,self_identity,advaita_atman_vs_samkhya_purusha,yes,acceptable,acceptable,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:efda48f8eeaa47d9d1830acb,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"This condition of the pure state of self was regarded as an unconscious one by Nyâya-Vais'e@sika and Mîma@msâ, and as a state of pure intelligence by Sâ@mkhya and Yoga.

But with Vedânta the case is different, for it held that the world as such has no real existence at all, but is only an illusory imagination which lasts till the moment when true knowledge is acquired.

As soon as we come to know that the one truth is the self, the Brahman, all our illusory perceptions representing the world as a field of experience cease.

This happens not because the connections of the self with the world cease, but because the appearance of the world process does not represent the ultimate and highest truth about it.

All our notions about the abiding diversified world (lasting though they may be from beginningless time) are false in the sense that they do not represent the real truth about it.

We not only do not know what we ourselves really are, but do not also know what the world about us is.

We take our ordinary experiences of the world as representing",214,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,0f35d1a5b40779c94753e73ee5afe6c4d99a883a1c44f6203a0a4b8d0933ddd1,25,mixed_positive_hard_negative,32.187938,concept_lexical:consciousness | concept_lexical:reality_appearance | hard_negative:advaita_atman_vs_samkhya_purusha,experience | real | appearance | illusory | self | unconscious | world | knowledge | false | true | existence,consciousness | reality_appearance,advaita_atman_vs_samkhya_purusha,"class=mixed_positive_hard_negative; eligible_concepts=consciousness, reality_appearance; hard_negative=advaita_atman_vs_samkhya_purusha; review_flags=source_specific_preprocessing",,source_specific_preprocessing,source_specific_preprocessing,0.006206,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, reality_appearance=positive, hard negative: advaita_atman_vs_samkhya_purusha. Citation metadata is internally consistent.",partial,negative,positive,reality_appearance,consciousness,self_identity,advaita_atman_vs_samkhya_purusha,yes,acceptable,acceptable,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:b866d7af05a7978c8274f672,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"Against the Sâ@mkhya distinction of buddhi (cognition) and cit (pure intelligence) it is said that there is no difference between the buddhi and cit. We do not find in our consciousness two elements of a phenomenal and a non-phenomenal consciousness, but only one, by whichever name it may be called. The Sâ@mkhya epistemology that the anta@hkara@na assumes diverse forms in cognitive acts is also denied, and these are explained on the supposition of contacts of manas with the senses, âtman and external objects. The Buddhist objection against the Sâ@mkhya explanation that the anta@hkara@nas catch reflection from the external world just as a crystal does from the coloured objects that may lie near it, that there were really momentary productions of crystals and no permanent crystal catching different reflections at different times is refuted by Nyâya; for it says that it cannot be said that all creations are momentary, but it can only be agreed to in those cases where momentariness was actually experienced. In the case of the transformation of milk into curd there is no coming in of new qualities and disappearance of old ones, but",219,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,950d6f62615690fc951d49192d3503ad020666af723bd5b1d8f3a02b0314468d,26,mixed_positive_hard_negative,30.425831,dasgupta_buddhi_ahamkara | concept_lexical:consciousness | concept_lexical:self_identity | hard_negative:reality_appearance_vs_cosmology,consciousness | cit | cognition | buddhi | world,consciousness | self_identity,reality_appearance_vs_cosmology,"class=mixed_positive_hard_negative; eligible_concepts=consciousness, self_identity; hard_negative=reality_appearance_vs_cosmology; source_rules=dasgupta_buddhi_ahamkara; review_flags=source_specific_preprocessing",,source_specific_preprocessing,source_specific_preprocessing,0.007417,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=partial, hard negative: reality_appearance_vs_cosmology. Citation metadata is internally consistent.",positive,partial,negative,consciousness,self_identity,reality_appearance,reality_appearance_vs_cosmology,yes,acceptable,acceptable,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:1abdc63488cfe1476aaafee8,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"Brahman according to S'a@nkara is the identity of pure intelligence, pure being, and pure blessedness. Brahman is the self of us all. So long as we are in our ordinary waking life, we are identifying the self with thousands of illusory things, with all that we call ""I"" or mine, but when in dreamless sleep we are absolutely without any touch of these phenomenal notions the nature of our true state as pure blessedness is partially realized. The individual self as it appears is but an appearance only, while the real truth is the true self which is one for all, as pure intelligence, pure blessedness, and pure being.

All creation is illusory mâyâ. But accepting it as mâyâ, it may be conceived that God (Îs'vara) created the world as a mere sport; from the true point of view there is no Îs'vara who creates the world, but in the sense in which the world exists, and we all exist as separate individuals, we can affirm the existence of Îs'vara, as engaged in creating and maintaining the world. In reality all creation is illusory and so the creator also is illusory. Brahman, the self, is at once the material cause (upâdâna-kâra@na) as well as the efficient cause (nimitta-kâra@na) of the world.",262,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,774df1b33fcf488e4bad22f742f5051d68abd21f55d2cfcaae51b34b0fa49757,27,mixed_positive_hard_negative,35.150934,concept_lexical:reality_appearance | hard_negative:advaita_atman_vs_samkhya_purusha,reality | real | appearance | illusory | self | identity | world | true | existence,reality_appearance,advaita_atman_vs_samkhya_purusha,class=mixed_positive_hard_negative; eligible_concepts=reality_appearance; hard_negative=advaita_atman_vs_samkhya_purusha; review_flags=source_specific_preprocessing,,source_specific_preprocessing,source_specific_preprocessing,0.009907,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving reality_appearance=positive, hard negative: advaita_atman_vs_samkhya_purusha. Citation metadata is internally consistent.",negative,negative,positive,reality_appearance,,self_identity,advaita_atman_vs_samkhya_purusha,yes,acceptable,acceptable,
science_petkova_ehrsson_2008_body_swapping:chunk:1b87b9c1a85dbf545c5fd891,science_petkova_ehrsson_2008_body_swapping,science,If I Were You: Perceptual Illusion of Body Swapping,Valeria I. Petkova; H. Henrik Ehrsson,,2008,Valeria I. Petkova; H. Henrik Ehrsson. If I Were You: Perceptual Illusion of Body Swapping. 2008,,,"If we want to understand why our centre of awareness, or sense of ‘self’, is located inside our body, illusions of bodily self-perception could be invaluable. The study of illusions is a classical approach adopted in psychology to learn more about the basic processes that underlie normal perception. Indeed, some important initial insights into the mechanisms underlying self-perception of one's own body have been gained through illusions. One such is the so called ‘Rubber Hand Illusion’ where people have the experience that a prosthetic hand is actually their own hand [17] . In this illusion, synchronous touches applied to a rubber hand in full view of the participant, and the real hand, which is hidden behind a screen, produce the sensations that the touch originates from the rubber hand and a feeling of ownership of the artificial hand. This suggests that the temporal and spatial patterns of visual and somatosensory signals play an important role in how we come to experience that a limb is part of our own body [5] , [7] , [18] , [19] .

Another important factor in determining how we perceive our own body is the adoption of the first person perspective [6] , [20] . When we look at ourselves directly, our limbs and body always present themselves in certain orientations because our eyes are fixed to our skull. By changing the visual perspective, it is possible to induce the feeling of being in a different place [21] , [22] , [23] or, even, illusory ‘out-of-body experiences’ where people seem to lose ownership of their own body when observing it from the point of view of another person (which we refer to as the third person perspective) [6] .",342,2acdef94a1891b392c5b2c9b2729c0187904949adc87ed112391dd4a6330c599,975213c4a7f87d0ac52e391b68019a28067a4a7496f83cba84d72d8c594799f7,28,positive,45.576331,petkova_body_ownership | petkova_illusion | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,awareness | experience | real | illusion | illusory | self | sense of self | bodily self | first-person perspective | first-person | perception | body | ownership | person | body swapping | first person | perceptual,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=petkova_body_ownership, petkova_illusion; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.017367,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent.",positive,positive,positive,reality_appearance,consciousness|self_identity,,,yes,acceptable,clean,
science_ionta_gassert_blanke_2011_bodily_self_consciousness:chunk:9f873a402fd718f86ad2fec1,science_ionta_gassert_blanke_2011_bodily_self_consciousness,science,Multi-sensory and Sensorimotor Foundations of Bodily Self-Consciousness,Silvio Ionta; Roger Gassert; Olaf Blanke,,2011,Silvio Ionta; Roger Gassert; Olaf Blanke. Multi-Sensory and Sensorimotor Foundation of Bodily Self-Consciousness: An Interdisciplinary Approach. 2011,,,"Scientific investigations on the nature of the self have so far focused on high-level mechanisms. Recent evidence, however, suggests that low-level bottom-up mechanisms of multi-sensory integration play a fundamental role in encoding specific components of bodily self-consciousness, such as self-location and first-person perspective (Blanke and Metzinger, 2009 ). Self-location and first-person perspective are abnormal in neurological patients suffering from out-of-body experiences (Blanke et al., 2004 ), and can be manipulated experimentally in healthy subjects by imposing multi-sensory conflicts (Lenggenhager et al., 2009 ). Activity of the temporo-parietal junction (TPJ) reflects experimentally induced changes in self-location and first-person perspective (Ionta et al., 2011 ), and dysfunctions in TPJ are causally associated with out-of-body experiences (Blanke et al., 2002 ). We argue that TPJ is one of the key areas for multi-sensory integration of bodily self-consciousness, that its levels of activity reflect the experience of the conscious “I” as embodied and localized within bodily space, and that these mechanisms can be systematically investigated using state of the art technologies such as robotics, virtual reality, and non-invasive neuroimaging.",247,725659b2e6597b28c256f81f90e6ccabf780e4d4366b972972ad87f054172553,80add41d75cf4c120fb90c005a1378e5d5e57673da2f8fddddd73935ed6bec2b,29,positive,45.092984,ionta_bodily_self | ionta_multisensory | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,consciousness | conscious | experience | reality | self | bodily self | first-person perspective | first-person | self-location | sensory | body | person | self consciousness | self-consciousness | self location | sensorimotor | integration,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=ionta_bodily_self, ionta_multisensory; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.015702,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent.",positive,positive,positive,self_identity,consciousness|reality_appearance,,,yes,acceptable,clean,
science_ionta_gassert_blanke_2011_bodily_self_consciousness:chunk:350bc8ddd66212500d4dc1f8,science_ionta_gassert_blanke_2011_bodily_self_consciousness,science,Multi-sensory and Sensorimotor Foundations of Bodily Self-Consciousness,Silvio Ionta; Roger Gassert; Olaf Blanke,,2011,Silvio Ionta; Roger Gassert; Olaf Blanke. Multi-Sensory and Sensorimotor Foundation of Bodily Self-Consciousness: An Interdisciplinary Approach. 2011,,,"The nature of abnormal self-location and self-identification during OBEs provides a unique opportunity to investigate self-consciousness, but generalization of results is rendered difficult by several methodological issues (e.g. sample size, lesion homogeneity, different etiologies, and/or phenomenology, and generalization to the normal brain). In order to better control manipulations of self-consciousness with standardized and repeatable experimental protocols, several studies have recently induced OBE-like illusions in large samples of healthy participants by presenting ambiguous multi-sensory information. In particular, self-location, first-person perspective, and self-identification have been experimentally manipulated in healthy subjects using visuo-tactile conflicts (e.g., Ehrsson, 2007 ; Lenggenhager et al., 2007 , 2009 ; Petkova and Ehrsson, 2008 ; Aspell et al., 2009 ).",162,725659b2e6597b28c256f81f90e6ccabf780e4d4366b972972ad87f054172553,e49a34c658babb04460acee7cc2dfb27f5effaba2bfbbb57163f483549a064f8,30,positive,45.077633,ionta_bodily_self | ionta_multisensory | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,consciousness | self | bodily self | first-person perspective | first-person | self-location | self-identification | brain | sensory | person | self consciousness | self-consciousness | self location | sensorimotor,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=ionta_bodily_self, ionta_multisensory; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.017237,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent.",positive,positive,positive,self_identity,consciousness|reality_appearance,,,yes,acceptable,clean,
advaita_sankara_johnston_1946_crest_jewel:chunk:55f68adb687161da55bb3838,advaita_sankara_johnston_1946_crest_jewel,advaita,The Crest-Jewel of Wisdom,"Sankaracarya, traditional attribution",Charles Johnston,1946,"Sankaracarya, traditional attribution. The Crest-Jewel of Wisdom and Other Writings of Sankaracharya. trans. Charles Johnston. 1946",,,"Mind is the very self of intending and doubting.

Soul is the very self of affirmation.

Self-assertion is the very self of attributing selfhood.

Imagination is the very self of image-making.

The regent of mind is the Moon.

The regent of soul is the Evolver.

The regent of self-assertion is the Transformer.

The regent of imagination is the Pervader.

Their Forceful Parts

Now, among these five natures:

From the forceful part of shining ether, the power of voice came forth.

From the forceful part of breath, the power of hand¬ ling came forth.

From the forceful part of fire, the power of moving came forth.

From the forceful part of the waters, the power of engendering came forth.

From the forceful part of earth, the power of extrud¬ ing came forth.

From the united forceful parts of these natures, the five lives — the upward-life, the forward-life, the unit- ing-life, the distributing-life, the downward-life — came forth.

Their Spatial Parts

Of these five natures, from their spatial parts, the five-folded five elements come forth.

What is this five-folding?

It is this: taking the spatial parts of the five primi-",244,9a9a7dea71a2d2a7f281604d4d086b336f60543610016c0621d89fc39a02e502,682de6d5a4640db25e0b9b5c77136b4966034f805e3531102768b88b9ba75ee3,31,mixed_positive_hard_negative,28.14925,crest_jewel_self | concept_lexical:consciousness | concept_lexical:self_identity | hard_negative:reality_appearance_vs_cosmology,self | selfhood | mind,consciousness | self_identity,reality_appearance_vs_cosmology,"class=mixed_positive_hard_negative; eligible_concepts=consciousness, self_identity; hard_negative=reality_appearance_vs_cosmology; source_rules=crest_jewel_self; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.010075,false,include_with_edits,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving self_identity=positive, hard negative: reality_appearance_vs_cosmology. Citation metadata is internally consistent. Edited text only removes OCR/line-wrap soft-hyphen artifacts; chunk_text preserved.",negative,positive,negative,self_identity,,reality_appearance,reality_appearance_vs_cosmology,yes,needs_edit,corrected,"Mind is the very self of intending and doubting.

Soul is the very self of affirmation.

Self-assertion is the very self of attributing selfhood.

Imagination is the very self of image-making.

The regent of mind is the Moon.

The regent of soul is the Evolver.

The regent of self-assertion is the Transformer.

The regent of imagination is the Pervader.

Their Forceful Parts

Now, among these five natures:

From the forceful part of shining ether, the power of voice came forth.

From the forceful part of breath, the power of handling came forth.

From the forceful part of fire, the power of moving came forth.

From the forceful part of the waters, the power of engendering came forth.

From the forceful part of earth, the power of extruding came forth.

From the united forceful parts of these natures, the five lives — the upward-life, the forward-life, the unit- ing-life, the distributing-life, the downward-life — came forth.

Their Spatial Parts

Of these five natures, from their spatial parts, the five-folded five elements come forth.

What is this five-folding?

It is this: taking the spatial parts of the five primi-"
advaita_paramananda_1919_upanishads:chunk:5f3aa5a830d73f220d778825,advaita_paramananda_1919_upanishads,advaita,The Upanishads,Anonymous; traditional Upanishadic corpus,Swami Paramananda,1919,Anonymous; traditional Upanishadic corpus. The Upanishads. trans. Swami Paramananda. 1919,,,"The Brahman once won a victory for the Devas. Through that victory of the Brahman, the Devas became elated. They thought, ""This victory is ours. This glory is ours.""

Brahman here does not mean a personal Deity. There is a Brahma, the first person of the Hindu Trinity; but Brahman is the Absolute, the One without a second, the essence of all. There are different names and forms which represent certain personal aspects of Divinity, such as Brahma the Creator, Vishnu the Preserver and Siva the Transformer; but no one of these can fully represent the Whole. Brahman is the vast ocean of being, on which rise numberless ripples and waves of manifestation. From the smallest atomic form to a Deva or an angel, all spring from that limitless ocean of Brahman, the inexhaustible Source of life. No manifested form of life can be independent of its source, just as no wave, however mighty, can be independent of the ocean. Nothing moves without that Power. He is the only Doer. But the Devas thought: ""This victory is ours, this glory is ours.""",216,e278429ac66a2bc3dc286dd49ed133d2ef44c7bf1f785908b378426e3cdcd39f,54337e2c0339a92de29b2f294657ea13342d30f8f4736efa98f0f550fe1c6902,32,mixed_positive_hard_negative,27.379721,upanishads_reality | concept_lexical:self_identity | concept_lexical:reality_appearance | hard_negative:consciousness_vs_cognition,first-person | person | brahman | one without a second,self_identity | reality_appearance,consciousness_vs_cognition,"class=mixed_positive_hard_negative; eligible_concepts=self_identity, reality_appearance; hard_negative=consciousness_vs_cognition; source_rules=upanishads_reality; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.012028,false,exclude,GPT-5.6 Sol,2026-08-08T09:17:00+05:30,"Excluded in Advaita second-pass curation: narrative Deva-victory episode provides only indirect reality/appearance evidence; stronger direct Upanishadic passages are retained. Removed to reduce Advaita/source concentration while preserving stronger, less redundant Phase 1 coverage. Citation metadata remains usable.",negative,negative,partial,reality_appearance,,consciousness,consciousness_vs_cognition,yes,acceptable,clean,
