source_id,domain,source_title,section_id,section_title,parent_section,unit_type,structural_locator,chunk_count,token_count,sample_text,parser_warning_count,ocr_noise_score,unusually_high_chunk_count,missing_heading,generic_heading,ocr_heavy,front_matter,index_section,references_section,appendix_section,repeated_header_or_footer,empty_heading,large_unstructured_section,verse_range_rule_candidate,proposed_structure_action,manual_scope_decision,manual_relevant_concepts,manual_structure_action,manual_review_notes
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:0f754c2b2fa12091b627a72f,,,root_text,,1,38,"He ran towards it and He (Brahman) said to him: ""Who art thou?"" ""I am Agni, I am Jataveda,"" he (the Fire-god) replied.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:10f788a57223c962dd86c683,,,root_text,,1,177,"O Dearest, this Atman cannot be attained by argument; It is truly known only when taught by another (a wise teacher). O Nachiketas, thou hast attained It. Thou art fixed in Truth. May we ever, find a questioner like thee. Knowledge of the Atman or Self cannot be attained when it is taught by those who themselves lack in real understanding of It; and who therefore, having no definite conviction of…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:1387dd2a3cefa9c6c800f2db,,,root_text,,1,93,"That Purusha, of the size of a thumb, is like a light without smoke, lord of the past and the future. He is the same today and tomorrow. This verily is That. In this verse the teacher defines the effulgent nature of the Soul, whose light is pure like a flame without smoke. He also answers the question put by Nachiketas as to what happens after death, by declaring that no real change takes place,…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:14861fe18699ee487d8cef91,,,root_text,,1,137,"The Self-existent created the senses out-going; for this reason man sees the external, but not the inner Atman (Self). Some wise man, however, desiring immortality, with eyes turned away (from the external) sees the Atman within. In the last chapter the Ruler of Death instructed Nachiketas regarding the nature and glory of the Self. Now he shows the reason why the Self is not seen by the majority…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:14e2465cf8b32197d1d73e14,,,root_text,,1,32,"That which speech does not illumine, but which illumines speech: know that alone to be the Brahman (the Supreme Being), not this which people worship here.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:165cbb6b6de457fd15390f6b,,,root_text,,1,46,"This Self is never born, nor does It die. It did not spring from anything, nor did anything spring from It. This Ancient One is unborn, eternal, everlasting. It is not slain even though the body is slain.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:170a90048de2a596642c2ad1,,,root_text,,1,105,"Peace Chant May my limbs, speech, Prana (life-force), sight, hearing, strength and all my senses, gain in vigor. All is the Brahman (Supreme Lord) of the Upanishads. May I never deny the Brahman. May the Brahman never deny me. May there be no denial of the Brahman. May there be no separation from the Brahman. May all the virtues declared in the sacred Upanishads be manifest in me, who am devoted…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:18daf76cbf45fcd224c13838,,,root_text,,1,262,"The senses are called the horses; the sense objects are the roads; when the Atman is united with body, senses and mind, then the wise call Him the enjoyer. In the third chapter Yama defines what part of our being dies and what part is deathless, what is mortal and what is immortal. But the Atman, the Higher Self, is so entirely beyond human conception that it is impossible to give a direct defini…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:18f8e54e6b83ca4034190293,,,root_text,,1,47,"As fire, though one, having entered the world, becomes various according to what it burns, so does the Atman (Self) within all living beings, though one, become various according to what it enters. It also exists outside.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:19cf9a52dd4f0e87cc921ef1,,,root_text,,1,201,"O Pushan! O Sun, sole traveller of the heavens, controller of all, son of Prajapati, withdraw Thy rays and gather up Thy burning effulgence. Now through Thy Grace I behold Thy blessed and glorious form. The Purusha (Effulgent Being) who dwells within Thee, I am He. Here the sun, who is the giver of all light, is used as the symbol of the Infinite, giver of all wisdom. The seeker after Truth prays…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:1ee63e3a3e6804a2ac41907a,,,root_text,,1,106,"He is the sun dwelling in the bright heaven; He is the air dwelling in space; He is the fire burning on the altar; He is the guest dwelling in the house. He dwells in man. He dwells in those greater than man. He dwells in sacrifice. He dwells in the ether. He is (all that is) born in water, (all that) is born in earth, (all that) is born in sacrifice, (all that) is born on mountains. He is the Tr…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:1f068a07c0557ca46aba08f8,,,root_text,,1,33,"Whatever there is in the universe is evolved from Prana and vibrates in Prana. That is a mighty terror, like an upraised thunderbolt. They who know That become immortal.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:1f26166a61def55d99931311,,,root_text,,1,30,"They said to Fire: ""O Jataveda (All-knowing)! Find out what mysterious spirit this is."" He said: ""Yes.""",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:20600076eda0274b6a9c0cc3,,,root_text,,1,35,"What is here (in the visible world), that is there (in the invisible); he who sees difference (between visible and invisible) goes from death to death.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:22ef23bc58b8c55601454ccd,,,root_text,,1,153,"That One, though motionless, is swifter than the mind. The senses can never overtake It, for It ever goes before. Though immovable, It travels faster than those who run. By It the all-pervading air sustains all living beings. This verse explains the character of the Atman or Self. A finite object can be taken from one place and put in another, but it can only occupy one space at a time. The Atman…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:240ba340368560e14211f39c,,,root_text,,1,34,"No mortal lives by the in-coming breath (Prana) or by the out-going breath (Apana), but he lives by another on which these two depend.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:249a5b54b65908b99231a98d,,,root_text,,1,40,"Then they said to Indra: ""O Maghavan (Worshipful One)! Find out what this mystery is."" He said: ""Yes""; and ran towards it, but it disappeared before him.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:271c504064cf3daae295a5b7,,,root_text,,1,95,"Thus the teaching of Brahman is here illustrated in regard to the Devas. He dashed like lightning, and appeared and disappeared just as the eye winks. The teaching as regards the Devas was that Brahman is the only Doer. He had appeared before them in a mysterious form; but the whole of the unfathomable Brahman could not be seen in any definite form; so at the moment of vanishing, He manifested mo…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:27c3de5301dedc8853c390aa,,,root_text,,1,239,"He who knows at the same time both the Unmanifested (the cause of manifestation) and the destructible or manifested, he crosses over death through knowledge of the destructible and attains immortality through knowledge of the First Cause (Unmanifested). This particular Upanishad deals chiefly with the Invisible Cause and the visible manifestation, and the whole trend of its teaching is to show th…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:28498dcf60534beba183f978,,,root_text,,1,257,"O Nachiketas, this is thy fire that leads to heaven, which thou hast chosen as thy second boon. People will call this fire after thy name. Ask the third boon, Nachiketas. Fire is regarded as ""the foundation of all the worlds,"" because it is the revealer of creation. If there were no fire or light, no manifested form would be visible. We read in the Semitic Scriptures, ""In the beginning the Lord s…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:28c7906171abd9e8cef56296,,,root_text,,1,109,"Look back to those who lived before and look to those who live now. Like grain the mortal decays and like grain again springs up (is reborn). All things perish, Truth alone remains. Why then fear to sacrifice me also; Thus Nachiketas convinced his father that he should remain true to his word and send him to Yama, the Ruler of Death. Then Nachiketas went to the abode of Death, but Yama was absent…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:2a49eee8201ed5bac98dbf58,,,root_text,,1,33,"That which cannot be heard by the ear, but by which the ear is able to hear: know that alone to be Brahman, not this which people worship here.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:2a63d57b455f9e8bc0445a10,,,root_text,,1,110,"When the five organs of perception become still, together with the mind, and the intellect ceases to be active: that is called the highest state. The teacher now shows Nachiketas the process by which the transcendental vision can be attained. he out-going senses,—seeing, hearing, smelling, touching, tasting; the restless mind and the intellect: all must be indrawn and quieted. The state of equili…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:2ae989822742de04489010e6,,,root_text,,1,19,"When all desires dwelling in the heart cease, then the mortal becomes immortal and attains Brahman here.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:2b6e5e6de4f06222285f8820,,,root_text,,1,42,"He who knows the three-fold Nachiketa fire and performs the Nachiketa fire-sacrifice with three-fold knowledge, having cast off the fetters of death and being beyond grief, he rejoices in the realm of heaven.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:2f451941d0b649ff573910ab,,,root_text,,1,106,"It moves and It moves not. It is far and also It is near. It is within and also It is without all this. It is near to those who have the power to understand It, for It dwells in the heart of every one; but It seems far to those whose mind is covered by the clouds of sensuality and self-delusion. It is within, because It is the innermost Soul of all creatures; and It is without as the essence of t…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:3074853f2f9df6562f60a6f2,,,root_text,,1,170,"This Self cannot be attained by study of the Scriptures, nor by intellectual perception, nor by frequent hearing (of It); He whom the Self chooses, by him alone is It attained. To him the Self reveals Its true nature. We may imagine that by much study we can find out God; but merely hearing about a thing and gaining an intellectual comprehension of it does not mean attaining true knowledge of it.…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:313c47d8ea385cf02414aba9,,,root_text,,1,33,"Vahasrava, being desirous of heavenly rewards (at the Viswajit sacrifice), made a gift of all that he possessed. He had a son by the name of Nachiketas.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:34e3f87a7776b9e35ec17da3,,,root_text,,1,145,"The Purusha, the inner Self, of the size of a thumb, is ever seated in the heart of all living beings. With perseverance man should draw Him out from his body as one draws the inner stalk from a blade of grass. One should know Him as pure and deathless, as pure and deathless. As has been explained in Part Fourth, verse XII, the inner Self, although unlimited, is described as ""the size of a thumb""…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:34f89c175fea236eae2b2ba4,,,root_text,,1,49,"Yama replied: Through my will Auddalaki Aruni (thy father) will know thee, and be again towards thee as before. He will sleep in peace at night. He will be free from wrath when he sees thee released from the mouth of death.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:35aa44c7b9928620d876e9d1,,,root_text,,1,120,"He who perceives all beings as the Self for him how can there be delusion or grief, when he sees this oneness (everywhere)? He who perceives the Self everywhere never shrinks from anything, because through his higher consciousness he feels united with all life. When a man sees God in all beings and all beings in God, and also God dwelling in his own Soul, how can he hate any living thing? Grief a…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:3655eeebb24f49b98032cd93,,,root_text,,1,161,"This ancient Aswattha tree has its root above and branches below. That is pure, That is Brahman, That alone is called the Immortal. All the worlds rest in That. None goes beyond That. This verily is That. This verse indicates the origin of the tree of creation (the Samsara-Vriksha), which is rooted above in Brahman, the Supreme, and sends its branches downward into the phenomenal world. Heat and…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:371f3065b00fa2f6894c15d6,,,root_text,,1,25,"He who is without discrimination and whose mind is always uncontrolled, his senses are unmanageable, like the vicious horses of a driver.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:38b3bbeeb95f8ad1f1ec314e,,,root_text,,1,182,"The Self is subtler than the subtle, greater than the great; It dwells in the heart of each living being. He who is free from desire and free from grief, with mind and senses tranquil, beholds the glory of the Atman. Although this Atman dwells in the heart of every living being, yet It is not perceived by ordinary mortals because of Its subtlety. It cannot be perceived by the senses; a finer spir…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:397b92a5802cb65874d86847,,,root_text,,1,120,"As air, though one, having entered the world, becomes various according to what it enters, so does the Atman within all living beings, though one, become various according to what it enters. It also exists outside. By using these similies of fire and air, the teacher tries to show Nachiketas the subtle quality of the great Self, who, although one and formless like air and fire, yet assumes differ…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:3a13904990facb61ddd778d5,,,root_text,,1,295,"Yama replied: That goal which all the Vedas glorify, which all austerities proclaim, desiring which (people) practice Brahmacharya (a life of continence and service), that goal I tell thee briefly—it is Aum. What name can man give to God? How can the Infinite be bound by any finite word? All that language can express must be finite, since it is itself finite. Yet it is very difficult for mortals…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:3c01b53557d0e2d80425ae50,,,root_text,,1,253,"After leaving their bodies, they who have killed the Self go to the worlds of the Asuras, covered with blinding ignorance. The idea of rising to bright regions as a reward for well-doers, and of falling into realms of darkness as a punishment for evil-doers is common to all great religions. But Vedanta claims that this condition of heaven and hell is only temporary; because our actions, being fin…",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
advaita_paramananda_1919_upanishads,advaita,The Upanishads,advaita_paramananda_1919_upanishads:section:3c0228ddd38252390a3626d6,,,root_text,,1,63,"Nachiketas said: May Gautama, my father, be free from anxious thought (about me). May he lose all anger (towards me) and be pacified in heart. May he know and welcome me when I am sent back by thee. This, O Death, is the first of the three boons I choose.",0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,manual_section_review,,,,
